Series
0.267359
0.256982
0.216901
0.199869
0.186184
0.211576
0.190201
0.190269
0.223458
0.255198
0.250341
0.23129
0.243215
0.23434
0.21904
0.184559
0.177723
0.16449
0.177324
0.168445
0.146143
0.176253
0.17495
0.166914
0.190725
0.187756
0.166144
0.178061
0.155816
0.141136
0.1315
0.100096
0.061221
0.058146
0.02949
0.041344
0.045614
0.058562
0.067034
0.057547
0.05438
0.037691
0.031939
0.033101
0.080096
0.075754
0.047044
0.037194
0.008231
0.015827
-0.022772
-0.01355
-0.022492
-0.004375
0.001785
0.008427
0.029047
0.042402
0.023869
0.029848
0.017502
0.051689
0.04009
0.054229
0.067585
0.035111
0.030112
0.053083
0.064148
0.090124
0.102267
0.114182
0.087309
0.056956
0.056515
0.034776
0.04726
0.059788
0.085737
0.070543
0.034362
-0.002553
0.000631
0.004007
0.006951
0.023214
0.009974
0.016717
-0.00668
-0.007287
0.00647
0.045192
0.02902
0.01601
0.015559
0.004867
-0.006638
-0.000763
-0.004006
0.004227
0.01086
